Social Category,Age of Death (years)
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,47
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,48
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,49
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,50
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,51
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,52
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,53
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,54
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,55
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,56
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,57
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,58
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,59
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,60
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,61
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,62
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,63
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,64
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,65
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,66
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,67
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,68
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,69
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,70
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,71
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,72
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,73
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,74
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,75
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,76
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,77
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,78
Sovereignty,79
Sovereignty,79
Sovereignty,79
Sovereignty,79
Sovereignty,79
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,80
Sovereignty,81
Sovereignty,81
Sovereignty,81
Sovereignty,81
Sovereignty,81
Sovereignty,81
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,82
Sovereignty,83
Sovereignty,83
Sovereignty,83
Sovereignty,83
Sovereignty,83
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,84
Sovereignty,85
Sovereignty,86
Sovereignty,86
Sovereignty,86
Sovereignty,86
Sovereignty,87
Sovereignty,87
Sovereignty,87
Sovereignty,88
Sovereignty,88
Sovereignty,89
Sovereignty,90
Sovereignty,90
Sovereignty,90
Sovereignty,90
Sovereignty,92
Sovereignty,92
Sovereignty,93
Sovereignty,95
Sovereignty,95
Sovereignty,97
Sovereignty,100
Sovereignty,101
