"Psychiatric.Prognosis","Parole.Adjustment","Major.Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Favorable","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Minor Violation","No Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Doubtful","Major Violation","Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
