"Psychiatric.Prognosis","Parole.Adjustment","Major.Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Favorable","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Minor Violation","No Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
"Favorable","Major Violation","Major Violation"
